id,customer_id,amount,status
131,309,44.8,CANCELLED
132,343,44.09,PAID
133,436,84.93,PAID
134,177,76.91,CANCELLED
135,139,44.97,PAID
136,194,112.05,PAID
137,3258,111.44,PENDING
138,3236,86.27,PENDING
139,943,97.31,PENDING
140,4621,80.79,PAID
141,3880,77.24,CANCELLED
142,3114,24.88,PAID
143,2963,89.86,PAID
144,4837,155.26,PENDING
145,4958,97.45,PAID
146,954,65.33,PAID
147,1303,150.47,PAID
148,3382,97.54,PENDING
149,2881,44.48,PAID
150,2188,150.2,PAID
151,4888,55.72,CANCELLED
152,546,32.19,PENDING
153,1928,40.01,PAID
154,4153,51.57,PAID
155,5,23.58,PAID
156,3482,194.39,PENDING
157,3254,15.67,PAID
158,1363,121.94,CANCELLED
159,1821,101.07,CANCELLED
160,2664,96.28,PENDING
161,2939,111.21,PAID
162,1274,70.5,CANCELLED
163,3327,122.34,PAID
164,3660,75.47,PAID
165,2946,60.2,PAID
166,3019,26.37,PAID
167,1132,104.17,PAID
168,4764,105.6,PAID
169,2637,80.64,PAID
170,3030,140.73,PAID
171,3020,176.98,PAID
172,4378,53.56,PAID
173,3160,125.54,PAID
174,254,25.91,PENDING
175,329,85.1,PAID
176,2592,70.96,PENDING
177,2831,143.5,PAID
178,3045,57.1,PAID
179,1421,183.3,PENDING
180,3402,67.81,PAID
181,2893,26.35,PAID
182,655,17.44,PAID
183,760,134.38,PAID
184,1799,23.56,PAID
185,2972,114.65,PAID
186,4512,132.62,PAID
187,3427,43.87,PAID
188,255,99.39,PAID
189,3824,224.61,PAID
190,1877,72.25,CANCELLED
191,2758,19.45,PENDING
192,2625,49.95,PAID
193,4996,243.72,CANCELLED
194,4122,139.98,PAID
195,3005,29.49,PAID
196,4517,173.93,PENDING
197,3735,180.62,PAID
198,1245,57.67,PENDING
199,1009,25.44,PAID
200,4315,163.74,PENDING
201,1511,264.79,PAID
202,1960,44.87,CANCELLED
203,2509,134.38,PAID
204,4759,45.83,PENDING
205,2683,44.18,PAID
206,990,99.61,PAID
207,4285,39.99,PAID
208,255,78.84,PAID
209,4164,184.56,PAID
210,4712,21.05,PAID
211,4970,146.61,PAID
212,4453,94.0,CANCELLED
213,256,112.28,PENDING
214,1008,87.59,PAID
215,1756,201.85,PAID
216,2572,107.83,PAID
217,3909,61.72,PAID
218,2998,94.26,PAID
219,2804,59.07,PAID
220,3766,46.84,PAID
221,4380,172.61,PAID
222,3384,59.32,PAID
223,99,16.26,PAID
224,197,113.15,PAID
225,2530,62.06,PAID
226,878,228.0,PAID
227,1869,126.66,PENDING
228,2666,220.52,PAID
229,1389,144.3,PENDING
230,2416,175.77,PAID
231,570,108.77,PAID
232,2638,150.99,PAID
233,1066,41.5,CANCELLED
234,422,143.82,CANCELLED
235,2884,24.96,PAID
236,1205,79.06,PENDING
237,545,51.8,PAID
238,4167,100.05,PENDING
239,3640,58.09,PAID
240,1224,25.91,PAID
241,3173,23.66,PAID
242,768,28.11,PENDING
243,3658,101.99,PAID
244,655,104.8,PENDING
245,2447,57.92,PENDING
246,221,115.9,PAID
247,3667,73.18,PAID
248,4278,110.01,PAID
249,4403,82.86,PENDING
250,2570,147.68,PAID
251,1014,40.87,PAID
252,2052,13.34,PAID
253,3986,73.75,PAID
254,4944,89.42,CANCELLED
255,4900,33.21,PAID
256,4311,38.62,PAID
257,3020,124.27,PAID
258,3682,126.58,PAID
259,1444,71.27,PAID
260,4197,18.4,PAID
261,3011,120.91,PAID
262,573,88.69,PENDING
263,1333,52.67,PENDING
264,4754,158.51,PAID
265,4003,6.46,PENDING
266,3135,79.25,PAID
267,4087,122.01,PAID
268,226,25.18,PAID
269,4201,22.78,PAID
270,1998,241.73,PAID
271,772,125.53,PAID
272,4525,202.81,PAID
273,434,150.82,PAID
274,3100,103.34,PAID
275,2730,263.03,PAID
276,3408,95.4,PAID
277,3141,74.47,PENDING
278,866,150.94,PAID
279,2794,160.38,PAID
280,2912,114.16,PAID
281,2416,52.62,PAID
282,251,150.49,PENDING
283,4952,51.79,PAID
284,3758,84.87,PAID
285,4657,38.49,PENDING
286,919,40.72,PAID
287,1174,72.81,CANCELLED
288,3204,105.68,PAID
289,433,256.58,PENDING
290,836,48.19,PAID
291,2247,87.13,PAID
292,2263,75.8,PAID
293,898,108.63,PAID
294,3633,64.7,PENDING
295,4568,127.21,CANCELLED
296,3816,36.31,PAID
297,247,81.55,PENDING
298,2430,104.46,PAID
299,991,166.75,PAID
300,3311,128.86,PAID
301,927,80.17,PAID
302,3439,40.77,PENDING
303,2608,277.48,PENDING
304,1075,45.73,PENDING
305,4023,27.45,PAID
306,3800,49.81,PENDING
307,4785,22.4,PAID
308,3152,103.63,PAID
309,3439,79.78,PAID
310,4574,67.64,CANCELLED
311,3492,74.05,PAID
312,707,52.41,PAID
313,3065,11.87,PAID
314,754,151.15,PAID
315,588,56.47,PAID
316,1335,23.37,PAID
317,1848,15.71,PENDING
318,3935,189.3,PAID
319,3927,61.5,PENDING
320,3318,60.31,PENDING
321,4021,112.29,PENDING
322,3156,52.66,CANCELLED
323,4303,21.88,CANCELLED
324,2199,48.4,PAID
325,165,95.44,PENDING
326,1999,48.09,PENDING
327,3058,39.26,PAID
328,2085,31.25,PAID
329,4429,105.33,CANCELLED
330,403,93.51,PAID
331,414,115.16,PAID
332,45,67.95,CANCELLED
333,4158,55.95,PAID
334,2468,41.01,PAID
335,868,61.9,CANCELLED
336,19,16.78,CANCELLED
337,365,98.66,PENDING
338,3833,57.44,PENDING
339,580,163.5,PAID
340,546,76.34,PENDING
341,4151,11.49,PAID
342,4874,89.65,PAID
343,3040,282.35,PAID
344,4138,105.08,PAID
345,4045,136.33,PAID
346,4327,175.3,PAID
347,453,37.94,PAID
348,3962,70.14,PAID
349,1382,39.63,PENDING
350,1468,125.35,PAID
351,2739,40.06,PAID
352,1217,67.52,PENDING
353,881,132.77,PAID
354,3815,124.37,CANCELLED
355,3150,88.46,PENDING
356,85,176.66,CANCELLED
357,4145,132.28,PAID
358,1169,48.58,PAID
359,4165,22.69,PAID
360,3130,36.28,PAID
361,3646,138.13,PAID
362,2527,104.19,PENDING
363,2868,177.93,PAID
364,3517,112.06,PAID
365,3368,134.39,PAID
366,2195,97.64,PENDING
367,3556,47.07,PAID
368,446,45.23,PAID
369,3627,36.6,PAID
370,4017,47.18,PENDING
371,3876,180.98,PAID
372,3338,122.73,PAID
373,262,68.74,PAID
374,1849,106.5,PAID
375,4993,105.37,PAID
376,4026,191.48,PAID
377,2267,63.57,CANCELLED
378,92,93.57,PAID
379,4223,135.11,PAID
380,4176,46.69,PAID
381,3310,202.35,CANCELLED
382,983,130.64,PAID
383,3444,36.31,PAID
384,2534,248.02,CANCELLED
385,694,176.9,PENDING
386,4121,119.52,PENDING
387,156,13.3,PAID
388,3589,53.8,PAID
389,1813,88.95,PAID
390,4115,93.95,PAID
391,1408,83.82,PENDING
392,1217,27.66,PAID
393,1411,66.0,PENDING
394,3498,71.16,PENDING
395,4373,10.51,PAID
396,4841,118.88,PAID
397,552,217.31,PAID
398,3395,74.98,PAID
399,1177,120.39,PENDING
400,4735,36.97,CANCELLED
401,4333,102.15,PENDING
402,998,103.43,PAID
403,4077,163.96,PENDING
404,2732,185.44,PAID
405,3938,119.36,PAID
406,4053,48.01,PAID
407,373,46.55,PENDING
408,2249,184.15,PAID
409,849,30.19,PENDING
410,2557,53.51,PAID
411,2323,113.28,PAID
412,504,212.76,PENDING
413,3190,224.17,PENDING
414,703,7.24,PAID
415,3626,99.75,PAID
416,315,78.84,PAID
417,2377,41.44,PAID
418,1041,6.52,PAID
419,4379,78.43,CANCELLED
420,2991,29.6,PAID
421,258,110.32,PAID
422,575,83.9,PAID
423,4670,13.57,PAID
424,1553,68.89,PAID
425,4519,22.05,PAID
426,758,96.51,PAID
427,2811,127.31,PENDING
428,1105,59.4,PAID
429,4525,178.2,PAID
430,3460,97.79,PAID
431,3993,82.19,CANCELLED
432,204,83.23,PAID
433,2776,68.87,PAID
434,2333,66.88,PAID
435,1993,28.78,PENDING
436,2244,204.25,PAID
437,307,68.21,PAID
438,1688,224.19,PAID
439,4110,125.72,PAID
440,1861,73.15,PAID
441,1962,88.91,PAID
442,723,127.3,PAID
443,780,153.1,PAID
444,529,81.17,PAID
445,4894,144.28,CANCELLED
446,344,124.21,PENDING
447,3787,128.08,PENDING
448,3683,144.56,PENDING
449,209,51.49,PAID
450,4737,189.56,PAID
451,3407,104.37,PENDING
452,1312,152.82,PAID
453,2300,81.0,PENDING
454,3337,95.61,CANCELLED
455,1948,51.35,PAID
456,920,33.74,CANCELLED
457,2045,71.05,PAID
458,419,131.15,CANCELLED
459,1750,52.56,PAID
460,2843,19.34,PENDING
461,1100,169.25,PENDING
462,3393,29.93,PENDING
463,2773,102.09,PAID
464,2481,241.82,PAID
465,1546,473.54,PENDING
466,1071,73.65,PAID
467,1851,170.92,PAID
468,4199,103.11,PAID
469,2940,38.09,PAID
470,1904,69.13,CANCELLED
471,679,56.22,PENDING
472,989,166.63,PENDING
473,2476,235.59,PAID
474,1608,61.53,PAID
475,2870,19.97,PAID
476,1503,93.24,PENDING
477,1790,40.29,PENDING
478,1426,33.04,PENDING
479,2441,48.17,CANCELLED
480,2043,45.25,PAID
481,1279,110.01,PAID
482,2595,127.82,PAID
483,4690,101.28,PENDING
484,2437,40.14,PAID
485,3804,41.1,PENDING
486,2206,78.23,PAID
487,1028,64.15,PENDING
488,3540,84.14,PAID
489,3484,107.49,PAID
490,2242,77.55,CANCELLED
491,2766,121.12,PAID
492,1174,95.68,PENDING
493,3231,125.0,PAID
494,3351,31.27,PAID
495,4912,17.1,CANCELLED
496,404,39.03,PENDING
497,4989,159.16,PAID
498,2726,96.15,CANCELLED
499,3383,51.78,CANCELLED
500,4164,45.91,PAID
501,88,130.18,CANCELLED
502,1159,97.78,PAID
503,4274,26.95,PAID
504,2858,26.71,CANCELLED
505,1382,122.25,PAID
506,4682,50.27,PAID
507,2065,21.02,PENDING
508,2375,20.66,PENDING
509,318,110.09,PAID
510,1503,52.36,PAID
511,2043,136.95,PAID
512,4599,86.06,PAID
513,2023,59.6,CANCELLED
514,119,82.33,PENDING
515,710,256.82,PAID
516,3558,36.99,PENDING
517,4141,175.98,PAID
518,4410,123.26,PENDING
519,3251,54.4,PAID
520,418,123.2,PENDING
521,2604,93.51,PAID
522,3855,76.49,PAID
523,1102,63.76,PAID
524,4422,153.33,PAID
525,3429,84.33,PAID
526,2262,39.45,PAID
527,4170,80.25,PENDING
528,3635,21.88,PAID
529,509,50.5,PAID
530,2380,120.48,PENDING
531,3165,35.32,PAID
532,688,317.48,PAID
533,4753,9.76,PAID
534,1293,62.71,PAID
535,3906,128.71,PAID
536,3076,22.82,PENDING
537,3210,130.29,PAID
538,325,124.32,PAID
539,1994,66.26,PAID
540,3977,40.54,CANCELLED
541,4813,83.59,PAID
542,2771,120.71,PAID
543,4373,43.25,PAID
544,2584,75.89,PENDING
545,3558,23.91,PAID
546,3588,142.88,PAID
547,152,230.28,PAID
548,955,57.72,PAID
549,4355,47.5,PAID
550,2372,162.96,PAID
551,4965,161.03,PAID
552,1192,132.76,PENDING
553,688,30.13,PAID
554,310,4.32,CANCELLED
555,1503,73.42,PAID
556,3128,110.26,PAID
557,4569,57.97,PENDING
558,3368,158.88,PAID
559,3396,49.19,PAID
560,814,17.65,PENDING
561,846,57.8,CANCELLED
562,1165,103.62,PAID
563,4763,34.85,PAID
564,1768,96.41,PENDING
565,355,73.12,PAID
566,1873,227.04,PAID
567,2025,146.15,PAID
568,2818,337.42,PAID
569,3833,28.43,PENDING
570,4276,180.76,PAID
571,66,11.89,PENDING
572,4916,154.41,PAID
573,4267,16.73,CANCELLED
574,4091,128.99,PAID
575,2522,97.28,PAID
576,2582,105.0,PAID
577,1391,10.0,PAID
578,1131,122.87,PENDING
579,2487,17.53,PENDING
580,835,227.51,PENDING
581,227,46.86,PENDING
582,3516,61.41,PAID
583,4538,179.07,PAID
584,2444,85.62,PENDING
585,728,86.67,PAID
586,3687,113.97,CANCELLED
587,3623,36.92,PAID
588,1037,46.34,PAID
589,1833,88.64,CANCELLED
590,2741,238.12,PAID
591,493,136.84,CANCELLED
592,1549,142.97,PAID
593,1144,190.02,PAID
594,3958,159.3,PAID
595,3408,132.42,PAID
596,640,72.51,PAID
597,173,34.34,PAID
598,4355,38.68,PAID
599,3960,169.86,PENDING
600,517,120.67,CANCELLED
601,523,3.74,PAID
602,1918,83.99,PENDING
603,2887,8.09,PAID
604,2165,72.22,PENDING
605,1930,162.1,PAID
606,3946,120.5,PENDING
607,2210,62.23,PAID
608,3784,93.53,PAID
609,2591,47.05,PAID
610,4935,26.11,PAID
611,4077,44.25,PENDING
612,1094,151.32,PAID
613,3881,183.57,PAID
614,2495,156.87,PAID
615,2580,144.9,PAID
616,2489,31.83,PAID
617,2786,66.76,PAID
618,2759,72.14,PAID
619,1575,55.37,PENDING
620,2374,34.65,PAID
621,3991,97.02,PAID
622,4846,94.36,PAID
623,1094,65.13,PENDING
624,1190,212.51,PAID
625,2690,57.68,PAID
626,4096,75.9,PAID
627,1876,22.41,PAID
628,3407,133.59,PAID
629,1788,179.27,PAID
630,3933,19.49,PAID
631,1608,114.33,PAID
632,3749,62.28,PAID
633,49,139.0,PAID
634,3862,99.01,PAID
635,2181,99.15,CANCELLED
636,3047,94.14,PAID
637,2834,248.39,PAID
638,1398,26.34,PENDING
639,3827,8.27,PAID
640,4575,134.78,PAID
641,832,32.04,PAID
642,2698,141.31,PAID
643,4778,130.59,PAID
644,2736,43.43,PAID
645,82,386.75,PAID
646,87,202.26,PAID
647,2064,77.79,PAID
648,822,95.66,PENDING
649,163,172.78,PAID
650,3740,28.37,PAID
651,2398,114.79,PAID
652,1933,76.58,PAID
653,2729,206.81,PAID
654,3536,14.64,PAID
655,3447,100.56,PAID
656,2791,28.21,PAID
657,2708,116.03,PAID
658,3934,85.93,PENDING
659,3386,93.11,PENDING
660,923,146.91,PAID
661,2176,124.11,PAID
662,1583,47.77,PAID
663,565,10.34,CANCELLED
664,3259,16.63,PAID
665,2598,49.54,PAID
666,2501,94.55,PENDING
667,4567,80.08,PAID
668,988,96.82,PAID
669,3637,176.96,PAID
670,224,51.8,PAID
671,351,140.3,PAID
672,1929,91.92,PAID
673,349,188.78,CANCELLED
674,4278,99.52,PENDING
675,4733,231.42,PENDING
676,1018,131.88,PENDING
677,2227,163.74,PAID
678,4868,50.01,PAID
679,4125,186.17,PAID
680,2420,234.04,PAID
681,1894,121.57,PENDING
682,3041,67.41,PAID
683,2069,167.15,PENDING
684,1126,139.26,PAID
685,3118,279.72,PAID
686,4162,118.64,PENDING
687,4043,77.22,PENDING
688,4434,90.94,PAID
689,2171,42.13,PAID
690,447,65.85,PAID
691,2659,13.48,PAID
692,3363,74.9,PENDING
693,2719,169.62,PAID
694,3484,298.42,PAID
695,2945,62.97,CANCELLED
696,4377,128.03,PAID
697,596,77.21,PAID
698,1987,62.0,PENDING
699,2751,33.43,PAID
700,1075,219.42,PAID
701,3970,19.26,PAID
702,4306,113.02,PAID
703,4222,24.36,PAID
704,4588,53.24,PAID
705,3581,211.75,PAID
706,3008,32.39,PAID
707,970,105.45,PAID
708,581,186.61,PAID
709,2825,110.46,PAID
710,4002,114.23,CANCELLED
711,1212,109.33,PAID
712,230,161.33,PAID
713,4285,183.07,PAID
714,3186,100.68,PAID
715,502,89.0,PAID
716,2133,23.07,CANCELLED
717,49,43.12,PAID
718,3567,107.67,PAID
719,3056,14.62,PENDING
720,689,39.51,PAID
721,387,63.85,PAID
722,970,29.05,PAID
723,3461,40.57,PAID
724,1006,113.92,PENDING
725,3053,76.24,PAID
726,3418,136.01,PAID
727,2303,61.31,PAID
728,2284,75.37,PENDING
729,1608,98.98,PAID
730,4367,42.61,PAID
731,123,118.83,PAID
732,1281,33.81,PAID
733,3728,46.88,PAID
734,259,54.28,PAID
735,948,49.49,PAID
736,4959,86.71,PAID
737,525,49.62,PENDING
738,888,71.03,PAID
739,208,175.28,PAID
740,3383,185.67,PENDING
741,2795,0.99,PAID
742,149,113.83,PAID
743,438,11.06,PAID
744,2203,119.43,PENDING
745,3750,156.43,PAID
746,3162,56.56,PAID
747,3902,189.06,PAID
748,4454,43.82,PAID
749,3246,169.19,PAID
750,4552,153.63,PENDING
751,2824,21.64,PAID
752,4725,60.58,PAID
753,3271,17.91,PAID
754,486,29.78,PAID
755,200,193.22,PENDING
756,4467,118.96,PAID
757,1983,49.15,PAID
758,1472,11.85,PAID
759,4344,16.91,PAID
760,4884,71.89,PAID
761,2312,199.94,PENDING
762,3374,141.64,PAID
763,2079,74.1,PAID
764,1522,74.24,PAID
765,605,100.06,PAID
766,3849,176.96,PAID
767,3343,35.85,PAID
768,1418,98.74,CANCELLED
769,4598,28.32,PAID
770,3876,93.18,PAID
771,2934,73.35,PAID
772,549,18.7,PENDING
773,839,100.1,CANCELLED
774,3816,54.47,CANCELLED
775,848,60.36,PAID
776,4710,39.4,CANCELLED
777,4508,91.48,PAID
778,4774,86.89,PAID
779,4255,136.81,PENDING
780,4469,108.25,PENDING
781,2273,39.8,PAID
782,3321,141.9,PAID
783,2559,166.27,CANCELLED
784,4699,44.71,PAID
785,4312,63.91,PENDING
786,1997,53.36,PENDING
787,3674,84.18,PAID
788,1565,41.51,PAID
789,4019,134.96,PAID
790,1841,33.83,PAID
791,3292,59.44,PAID
792,2888,105.57,PAID
793,727,84.17,PAID
794,1245,87.39,PAID
795,3461,30.46,PAID
796,3719,73.89,PAID
797,1066,161.3,PAID
798,4772,130.11,PAID
799,283,64.81,PAID
800,1082,83.05,CANCELLED
801,3886,95.31,CANCELLED
802,2882,190.67,PAID
803,2585,56.66,PAID
804,2971,128.7,PAID
805,1153,84.03,PAID
806,3498,161.02,PENDING
807,948,172.28,PENDING
808,4761,88.09,PAID
809,1718,49.43,PENDING
810,67,157.77,CANCELLED
811,637,81.69,PAID
812,314,25.07,CANCELLED
813,3398,19.17,PENDING
814,565,81.99,PAID
815,1602,4.4,PENDING
816,826,54.16,PAID
817,3671,165.37,PAID
818,1026,186.28,PENDING
819,2252,165.44,PENDING
820,4758,83.25,PAID
821,805,39.51,PAID
822,2452,177.29,PAID
823,4632,92.85,PAID
824,1392,24.2,PAID
825,1236,86.84,PAID
826,4033,158.94,PAID
827,3281,9.44,PAID
828,4724,71.76,PAID
829,4845,201.5,PENDING
830,3550,82.9,PAID
831,4201,30.69,PAID
832,4142,147.04,PAID
833,1355,120.63,PAID
834,1837,92.87,PAID
835,2893,31.73,PAID
836,2497,102.27,PAID
837,2584,128.74,PAID
838,2559,24.05,PENDING
839,3619,99.36,CANCELLED
840,1560,66.61,PAID
841,1508,15.71,CANCELLED
842,4072,69.2,PAID
843,2064,57.97,PAID
844,3643,74.96,PAID
845,2001,52.19,PAID
846,1295,18.98,PAID
847,4066,194.16,PAID
848,2753,360.78,PAID
849,1754,59.65,CANCELLED
850,4211,81.87,PENDING
851,1604,355.37,CANCELLED
852,1323,31.18,PAID
853,2442,49.56,PAID
854,1099,111.41,PAID
855,1506,96.33,PAID
856,1127,159.79,PAID
857,297,122.91,PAID
858,3050,212.3,PENDING
859,2226,104.49,PENDING
860,4355,24.82,PAID
861,3788,60.16,PAID
862,2097,147.07,PAID
863,3610,69.73,PAID
864,2209,100.8,PAID
865,176,101.95,PAID
866,2503,45.29,PAID
867,4000,57.51,CANCELLED
868,1668,93.65,PAID
869,4372,142.47,PAID
870,2546,25.93,PAID
871,676,84.62,PAID
872,1824,183.86,PAID
873,1357,79.94,PENDING
874,3073,114.08,PENDING
875,3260,209.53,PAID
876,547,92.53,PAID
877,2084,205.22,PAID
878,2041,60.86,PAID
879,4535,169.73,PAID
880,1753,100.44,PAID
881,1616,102.42,PAID
882,1850,114.6,PENDING
883,2643,100.92,PAID
884,1601,103.81,PAID
885,3397,256.82,PENDING
886,4403,118.11,PAID
887,3606,171.8,PENDING
888,3800,44.27,PAID
889,619,19.61,PENDING
890,1133,21.47,PAID
891,2116,27.99,PAID
892,2340,208.54,PAID
893,2740,20.57,CANCELLED
894,4277,74.43,PAID
895,1488,300.25,PAID
896,1558,133.95,PENDING
897,2114,54.0,PENDING
898,1045,41.6,CANCELLED
899,2432,62.5,PAID
900,1583,104.69,PAID
901,1309,65.07,PAID
902,4918,133.95,PAID
903,602,249.71,PAID
904,1621,47.34,PAID
905,4881,257.88,PENDING
906,4767,95.08,PENDING
907,101,63.54,PAID
908,4272,41.08,PAID
909,238,122.12,PAID
910,4026,50.03,PAID
911,2919,130.42,PAID
912,2543,84.34,PAID
913,2004,58.49,PENDING
914,1538,83.17,PENDING
915,755,119.2,PENDING
916,3369,75.45,PAID
917,2259,50.11,PAID
918,3666,44.35,PAID
919,4236,139.53,PAID
920,541,31.36,PAID
921,270,46.59,PAID
922,3461,19.52,PAID
923,3409,80.02,PAID
924,506,35.96,PAID
925,1130,74.95,PAID
926,2080,77.0,PAID
927,3146,80.57,PENDING
928,3243,54.15,PAID
929,4909,138.85,PAID
930,362,65.11,PAID
931,3721,47.4,PAID
932,1457,21.54,PAID
933,4068,154.81,PAID
934,4196,52.3,PAID
935,1682,131.75,PENDING
936,1053,62.63,PAID
937,2510,266.63,PAID
938,4728,260.49,PAID
939,682,104.53,PAID
940,3933,105.5,PAID
941,2130,97.51,CANCELLED
942,4850,64.56,PAID
943,4017,146.33,PAID
944,3303,81.32,PAID
945,720,31.94,PAID
946,75,68.86,PAID
947,1294,33.22,PENDING
948,1923,31.04,PAID
949,4158,44.05,PAID
950,4970,237.48,PAID
951,320,114.1,PAID
952,2150,69.02,PAID
953,1453,64.1,PAID
954,4970,88.3,PAID
955,1556,52.63,PAID
956,4208,118.81,PAID
957,3033,93.29,PAID
958,461,110.27,PAID
959,887,65.57,PAID
960,3534,303.23,PAID
961,3937,32.9,PAID
962,1116,120.31,PENDING
963,1076,55.28,PAID
964,3877,92.78,PAID
965,4616,101.78,PAID
966,4908,260.5,PAID
967,1925,103.1,PAID
968,927,67.87,PENDING
969,4653,50.39,PAID
970,2282,354.87,PAID
971,1056,128.22,PENDING
972,4675,142.53,PENDING
973,542,13.41,PAID
974,2162,53.53,PAID
975,2252,120.38,PENDING
976,1053,22.68,PAID
977,4570,89.94,PAID
978,2745,200.29,PAID
979,3870,38.74,PAID
980,4482,46.63,CANCELLED
981,4158,171.56,PAID
982,4611,53.73,PAID
983,4526,42.74,PAID
984,4676,216.26,CANCELLED
985,1561,81.23,PAID
986,3763,38.34,PAID
987,1165,179.0,PENDING
988,2723,32.63,PAID
989,2359,85.94,PAID
990,471,98.86,PAID
991,1417,50.74,CANCELLED
992,1469,137.25,PAID
993,809,41.71,PAID
994,172,143.74,PAID
995,4127,73.53,PAID
996,4143,36.3,PAID
997,4226,87.51,PAID
998,2400,107.06,CANCELLED
999,1646,13.31,PAID
1000,58,201.71,PAID
1001,1130,78.48,PAID
1002,1354,59.86,PENDING
1003,768,101.89,PENDING
1004,3896,85.01,PAID
1005,683,56.48,PAID
1006,3455,103.8,PAID
1007,2009,143.88,PAID
1008,3143,63.12,PAID
1009,1791,5.61,CANCELLED
1010,1478,130.95,PENDING
1011,886,77.63,PAID
1012,3907,36.69,PAID
1013,4493,109.51,CANCELLED
1014,1539,36.63,PAID
1015,2074,127.96,PAID
1016,313,31.58,PAID
1017,811,53.71,PAID
1018,2236,17.21,PAID
1019,2858,51.98,PAID
1020,2764,59.95,PAID
1021,2033,78.08,PENDING
1022,1508,64.86,CANCELLED
1023,4546,32.7,PAID
1024,2571,75.95,PENDING
1025,1895,53.05,PENDING
1026,2706,89.27,PAID
1027,597,41.29,PAID
1028,2148,50.3,PENDING
1029,616,104.03,CANCELLED
1030,948,67.12,PENDING
1031,4652,20.31,PAID
1032,4374,210.64,PAID
1033,3765,136.05,PENDING
1034,2014,132.85,PAID
1035,3698,16.96,PENDING
1036,491,10.5,PAID
1037,4351,154.99,PAID
1038,2429,32.41,PAID
1039,4988,91.14,PENDING
1040,542,51.83,PAID
1041,1288,11.6,CANCELLED
1042,1634,44.56,PAID
1043,4921,103.03,PENDING
1044,2927,70.09,PENDING
1045,1353,238.05,PENDING
1046,4377,125.31,PAID
1047,1299,108.12,PAID
1048,4869,90.84,PAID
1049,3968,36.48,PAID
